,edge,ligand_A,ligand_B,ddg_expt,ddg,ddg_booterr,ddg_BARerr,dg_water_rep1,dg_water_rep1_booterr,dg_water_rep1_BARerr,dg_water_rep2,dg_water_rep2_booterr,dg_water_rep2_BARerr,dg_water_rep3,dg_water_rep3_booterr,dg_water_rep3_BARerr,dg_protein_rep1,dg_protein_rep1_booterr,dg_protein_rep1_BARerr,dg_protein_rep2,dg_protein_rep2_booterr,dg_protein_rep2_BARerr,dg_protein_rep3,dg_protein_rep3_booterr,dg_protein_rep3_BARerr,target,group
91,edge_18626-1_18629-1,18626-1,18629-1,0.836799201965332,1.4766666666666666,0.4919241676518268,0.4999221792677356,-10.2,0.36,0.35,-10.52,0.31,0.32,-11.37,0.35,0.37,-8.95,0.34,0.4,-9.92,0.32,0.37,-8.79,0.32,0.35,jnk1,jacs_set
92,edge_18626-1_18632-1,18626-1,18632-1,-0.8786401596069334,-0.3433333333333337,0.498582318900647,0.5002432791575695,-36.98,0.36,0.36,-37.46,0.37,0.36,-38.19,0.37,0.37,-38.16,0.68,0.69,-37.38,0.37,0.39,-38.12,0.4,0.37,jnk1,jacs_set
93,edge_18635-1_18626-1,18635-1,18626-1,-6.610719680786134,-1.2333333333333345,0.528286643517057,0.5352701705398477,-12.06,0.34,0.35,-12.78,0.37,0.36,-12.05,0.33,0.32,-12.9,0.38,0.4,-13.27,0.46,0.55,-14.42,0.48,0.42,jnk1,jacs_set
94,edge_18627-1_18630-1,18627-1,18630-1,-2.7614433517456054,0.4333333333333335,0.5941345064152852,0.5985914085958435,-9.63,0.28,0.33,-9.29,0.36,0.36,-8.6,0.36,0.36,-8.4,0.37,0.36,-7.98,0.32,0.37,-9.84,0.4,0.39,jnk1,jacs_set
95,edge_18627-1_18633-1,18627-1,18633-1,-2.8869622344970702,-1.823333333333334,0.6212581587558029,0.6159286822865403,-9.38,0.38,0.38,-10.0,0.34,0.33,-9.57,0.32,0.34,-12.63,0.5,0.48,-10.49,0.35,0.36,-11.3,0.36,0.34,jnk1,jacs_set
96,edge_18628-1_18631-1,18628-1_flip,18631-1,-2.970640159606934,-8.163333333333334,3.058695949621966,3.7402638533619976,-1.28,0.66,0.72,2.78,0.54,1.1,2.4,0.64,1.23,-0.0,0.53,6.26,-9.47,0.51,1.12,-11.12,0.71,1.44,jnk1,jacs_set
97,edge_18629-1_18635-1,18629-1,18635-1,5.773920478820801,2.466666666666669,1.1221668295703258,1.1469899531756396,23.23,0.36,0.36,23.91,0.33,0.35,23.69,0.33,0.33,23.79,0.4,0.39,28.38,0.41,0.6,26.06,0.39,0.29,jnk1,jacs_set
98,edge_18630-1_18633-1,18630-1,18633-1,-0.1255188827514648,-1.0700000000000005,0.5412367364293542,0.5463190994973616,-0.53,0.3,0.32,-0.23,0.32,0.35,-0.35,0.3,0.29,-2.63,0.22,0.21,-0.96,0.25,0.25,-0.73,0.23,0.25,jnk1,jacs_set
99,edge_18634-1_18631-1,18634-1,18631-1,2.426719680786133,4.549999999999997,0.582340019615148,0.5695718675246867,21.65,0.42,0.4,21.69,0.41,0.39,22.84,0.45,0.44,27.07,0.27,0.27,27.06,0.28,0.27,25.7,0.36,0.33,jnk1,jacs_set
100,edge_18659-1_18631-1,18659-1,18631-1,0.2510417556762694,4.75,1.5514242491968726,1.5623617826923546,-15.71,0.51,0.52,-15.99,0.45,0.5,-16.11,0.48,0.55,-8.42,0.82,0.9,-14.55,0.62,0.65,-10.59,0.57,0.67,jnk1,jacs_set
101,edge_18632-1_18633-1,18632-1,18633-1,-0.3765606384277343,0.6133333333333333,0.907578085554354,0.907732888660368,28.28,0.4,0.43,28.29,0.37,0.43,29.76,0.5,0.48,27.75,0.56,0.57,29.76,0.57,0.52,30.66,0.57,0.49,jnk1,jacs_set
102,edge_18634-1_18635-1,18634-1,18635-1,11.296799201965332,13.6,1.496957429440519,1.5000119730120698,39.58,0.39,0.45,34.65,0.85,0.9,38.35,0.51,0.46,52.77,0.4,0.49,51.03,0.37,0.37,49.58,0.42,0.38,jnk1,jacs_set
103,edge_18634-1_18636-1,18634-1,18636-1,10.376318084716797,0.2199999999999988,3.736628619989295,3.829437128887602,33.49,0.58,1.64,42.12,0.41,0.42,42.6,0.46,0.43,46.39,0.44,0.39,37.22,0.66,1.67,35.26,0.7,1.76,jnk1,jacs_set
104,edge_18634-1_18637-1,18634-1,18637-1,-0.6276023941040036,-3.0066666666666606,0.5466085435698009,0.5371647883662051,-217.74,0.58,0.57,-218.17,0.55,0.63,-218.63,0.69,0.62,-220.91,0.42,0.43,-221.61,0.66,0.61,-221.04,0.51,0.5,jnk1,jacs_set
105,edge_18638-1_18634-1,18638-1,18634-1,0.4184015960693357,0.7766666666666993,0.902044965378002,0.9249016073446482,318.62,0.71,0.67,320.19,0.88,0.78,318.27,0.62,0.74,319.04,0.92,0.98,320.67,0.84,0.9,319.7,0.89,0.94,jnk1,jacs_set
106,edge_18634-1_18658-1,18634-1,18658-1,1.2133598403930663,0.6099999999999994,0.8628949824155193,0.8670744475961023,28.62,0.37,0.41,28.05,0.44,0.43,29.11,0.42,0.47,28.14,0.5,0.5,31.02,0.37,0.4,28.45,0.52,0.46,jnk1,jacs_set
107,edge_18636-1_18658-1,18636-1,18658-1,-9.16295824432373,-6.6033333333333335,1.6959548335210808,1.7017515384946362,-12.7,0.43,0.5,-12.65,0.45,0.48,-12.44,0.6,0.47,-15.28,0.86,0.83,-21.4,0.59,0.68,-20.92,0.73,0.72,jnk1,jacs_set
108,edge_18638-1_18637-1,18638-1,18637-1,-0.2092007980346676,0.4666666666666685,1.301127084651928,1.553793826143523,102.5,1.07,0.91,100.98,0.96,1.02,102.96,0.73,1.03,103.65,0.95,2.18,101.17,2.14,1.95,103.02,1.31,2.14,jnk1,jacs_set
109,edge_18639-1_18637-1,18639-1,18637-1,-1.6736023941040037,1.4366666666666958,0.9037934029609356,0.9377078709396556,-254.59,0.61,0.65,-256.98,0.55,0.5,-253.97,0.61,0.66,-253.16,0.5,0.57,-254.47,0.4,0.38,-253.6,0.31,0.56,jnk1,jacs_set
110,edge_18638-1_18639-1,18638-1,18639-1,1.4644015960693355,-4.353333333333353,1.6561090001248489,1.7399393598407948,391.44,0.53,0.7,388.53,0.49,0.54,392.39,0.57,0.79,387.41,0.68,1.08,388.55,0.53,1.07,383.34,0.41,0.55,jnk1,jacs_set
111,edge_18638-1_18652-1,18638-1,18652-1,-2.4685606384277343,-1.3333333333333357,1.1860778782414965,1.2048699777008274,-51.78,0.62,0.52,-51.07,0.5,0.54,-52.4,0.49,0.56,-55.36,0.38,0.51,-50.83,0.42,0.63,-53.06,0.57,0.49,jnk1,jacs_set
112,edge_18638-1_18660-1,18638-1,18660-1,5.815761436462402,-3.3799999999999955,1.869939123974484,2.561019180919242,-141.14,1.03,1.25,-142.93,0.73,1.5,-138.66,0.95,1.12,-146.78,1.45,1.59,-142.45,0.78,5.41,-143.64,2.61,2.36,jnk1,jacs_set
113,edge_18652-1_18658-1,18652-1,18658-1,4.100322074890136,5.296666666666681,1.6165437850275508,1.7277339652103598,401.39,0.86,0.91,398.96,0.95,0.88,399.78,0.93,0.88,405.44,1.2,1.53,407.9,0.87,1.37,402.68,1.4,1.83,jnk1,jacs_set
114,edge_18659-1_18658-1,18659-1,18658-1,-0.9623180847167968,0.173333333333332,0.7869983230970398,0.7639062744475207,-9.14,0.44,0.5,-10.07,0.55,0.49,-9.59,0.45,0.47,-8.06,0.56,0.64,-9.97,0.83,0.72,-10.25,0.79,0.55,jnk1,jacs_set
115,edge_18659-1_18660-1,18659-1,18660-1,3.2216819152832032,-1.0133333333333212,0.8797090548053202,0.8768752815281176,-515.84,0.75,0.68,-516.52,0.84,0.8,-515.77,0.64,0.7,-517.73,0.91,0.96,-517.84,0.62,0.64,-515.6,0.86,0.72,jnk1,jacs_set
116,edge_36_23,36,23,-2.719598403930664,1.1866666666666674,0.7045889265092075,0.7102937816780084,36.65,0.64,0.51,37.83,0.56,0.61,36.74,0.5,0.5,38.12,0.74,0.85,38.15,0.57,0.6,38.51,1.32,1.28,mcl1,jacs_set
117,edge_40_23,40-flip,23,-6.610719680786134,-0.0333333333333314,4.48480790597387,13.151772386244522,57.81,0.78,0.92,58.35,0.97,0.82,57.72,0.73,0.83,52.07,2.39,13.32,53.26,1.44,18.74,68.45,1.59,29.42,mcl1,jacs_set
118,edge_23_44,23,44,0.6694393615722654,0.5199999999999996,1.1256703852081378,1.1327205290537636,8.15,0.38,0.34,7.56,0.42,0.39,8.02,0.35,0.33,10.47,0.62,0.6,6.05,0.56,0.62,8.77,0.46,0.6,mcl1,jacs_set
119,edge_51_23,51,23,-1.5899204788208006,-3.713333333333335,1.3069002691827556,1.3512701544230072,-24.75,0.34,0.33,-25.19,0.31,0.33,-24.83,0.27,0.32,-28.45,0.43,0.65,-31.23,0.52,0.59,-26.23,1.5,1.44,mcl1,jacs_set
120,edge_56_23,56,23,1.7991212768554683,2.9266666666666694,1.0756373196344564,1.0885495308473327,54.1,0.45,0.48,53.45,0.46,0.43,55.94,0.49,0.54,59.09,0.77,0.84,56.06,0.81,0.73,57.12,0.68,0.75,mcl1,jacs_set
121,edge_26_30,26,30-flip,1.6317594413757326,-0.4533333333333473,1.5404910394936937,1.7302247720617931,-192.11,0.53,0.53,-190.49,0.57,0.48,-191.69,0.49,0.47,-192.92,1.8,1.72,-193.14,2.39,3.03,-189.59,1.29,2.09,mcl1,jacs_set
122,edge_26_32,26,32,6.945439361572266,0.2866666666666333,3.914503006713778,4.249641081540768,-175.95,0.4,0.47,-174.48,0.38,0.45,-176.43,0.45,0.54,-178.76,1.23,2.1,-166.18,0.68,0.8,-181.06,1.91,5.23,mcl1,jacs_set
123,edge_48_26,48-flip,26,-6.610719680786134,-17.819999999999993,2.769228430806301,2.964988498213968,186.0,0.67,0.67,186.68,0.73,0.8,184.71,0.78,0.81,166.84,0.67,0.53,174.06,1.05,3.44,163.03,0.68,0.64,mcl1,jacs_set
124,edge_29_27,29,27,3.4308807182312013,-7.806666666666666,3.6849740688379056,3.781591548318541,8.88,0.39,0.59,9.87,0.59,0.53,9.7,0.39,0.4,8.93,1.4,1.52,2.35,1.08,1.6,-6.25,1.27,2.27,mcl1,jacs_set
125,edge_27_32,27,32,-1.9246401596069331,1.22666666666667,0.6083511092813386,0.6349266163524804,-13.34,0.35,0.39,-12.22,0.36,0.34,-11.88,0.31,0.34,-11.09,0.97,0.99,-11.3,0.46,0.66,-11.37,0.75,0.7,mcl1,jacs_set
126,edge_27_39,27,39,-3.807441356658936,2.633333333333333,1.2641928975208385,2.303375409672465,28.78,0.59,0.55,28.28,0.59,0.57,27.65,0.58,0.51,31.12,1.82,2.74,29.06,1.81,3.69,32.43,0.99,4.29,mcl1,jacs_set
127,edge_47_27,47-flip,27,-1.4225586433410644,-6.326666666666668,1.493102339963687,1.5175265541149752,39.31,0.39,0.39,40.54,0.46,0.43,40.39,0.45,0.4,30.58,1.35,1.44,35.2,0.75,0.96,35.48,0.74,0.9,mcl1,jacs_set
128,edge_49_27,49,27,9.3721590423584,6.2333333333333325,1.4121076513909032,1.4674705394317196,-5.57,0.45,0.39,-5.72,0.41,0.38,-5.47,0.43,0.39,-1.68,0.97,1.29,0.15,1.43,1.68,3.47,0.85,0.73,mcl1,jacs_set
129,edge_51_27,51,27,9.748719680786133,7.416666666666664,0.8029526293848722,1.1996067172051257,-68.16,0.68,0.53,-68.17,0.52,0.52,-68.2,0.51,0.5,-59.42,1.02,2.81,-60.97,0.63,0.58,-61.89,0.69,0.75,mcl1,jacs_set
130,edge_27_60,27,60,-11.71520079803467,-5.469999999999997,2.1161659197396747,2.27288295785784,17.76,0.35,0.35,18.14,0.39,0.41,18.49,0.39,0.35,11.24,0.66,0.61,17.53,0.8,2.33,9.21,0.95,1.37,mcl1,jacs_set
131,edge_65_27,65,27,9.581359840393068,12.88,1.6547160891302193,1.733305742750315,3.47,0.37,0.37,3.61,0.43,0.41,2.75,0.37,0.44,13.29,0.77,1.2,16.23,1.1,1.37,18.95,2.32,2.48,mcl1,jacs_set
132,edge_68_27,68,27,6.568880718231202,1.6533333333333076,2.685977722866175,2.767574551959936,-157.53,0.41,0.53,-156.6,0.49,0.5,-157.18,0.51,0.52,-157.62,0.98,1.77,-159.52,1.42,1.86,-149.21,0.66,1.13,mcl1,jacs_set
133,edge_28_30,28,30-flip,-5.146320079803467,-3.0233333333333263,1.83559818439711,1.917959487749588,-32.22,0.41,0.41,-33.39,0.37,0.54,-34.1,0.49,0.47,-32.32,0.89,1.57,-39.66,0.7,0.76,-36.8,0.6,0.61,mcl1,jacs_set
134,edge_35_28,35,28,9.162962234497073,6.140000000000004,1.7223488160550486,1.7298300562063882,24.47,0.44,0.46,25.86,0.5,0.54,23.68,0.39,0.43,33.82,0.47,0.49,31.35,0.81,1.01,27.26,1.03,1.04,mcl1,jacs_set
135,edge_28_38,28,38-flip,-1.6736003990173338,-7.246666666666659,4.0604790781592905,6.807470335791138,36.04,0.56,0.59,35.29,0.66,0.64,35.68,0.61,0.64,32.57,3.39,16.35,32.27,3.56,3.5,20.43,5.13,7.62,mcl1,jacs_set
136,edge_28_41,28,41-flip,-2.1338409576416018,-11.180000000000003,6.019381845192512,16.290456075462124,24.25,0.72,0.74,24.4,0.57,0.64,24.03,0.69,0.73,0.04,4.26,8.63,24.25,1.37,42.6,14.85,1.42,13.25,mcl1,jacs_set
137,edge_28_45,28,45,-9.748719680786133,-11.156666666666666,2.0818079524038238,2.110380316424099,30.54,0.41,0.37,30.27,0.39,0.4,30.14,0.45,0.44,14.86,0.83,0.63,19.2,0.81,0.77,23.42,0.66,1.24,mcl1,jacs_set
138,edge_28_49,28,49,-7.280159042358399,-12.21,3.162226988261569,3.179554325888508,14.21,0.54,0.54,15.33,0.57,0.56,13.55,0.48,0.54,-4.79,1.63,1.71,7.62,1.26,1.68,3.63,1.49,1.52,mcl1,jacs_set
139,edge_28_64,28,64,-12.049920478820802,-12.06,2.3569803723821185,2.604808355709052,18.37,0.41,0.39,17.96,0.36,0.4,18.21,0.38,0.37,0.6,0.79,1.05,9.83,0.85,2.39,7.93,0.7,2.42,mcl1,jacs_set
140,edge_29_33,29,33,0.2510397605895995,-2.91,2.19739770996916,2.3699131363757924,13.95,0.52,0.49,15.8,0.45,0.52,14.39,0.51,0.6,15.69,0.75,2.01,12.31,1.23,1.37,7.41,2.02,2.77,mcl1,jacs_set
141,edge_35_29,35,29,7.824081516265869,9.65,1.0123432532867938,1.3268323485204614,9.58,0.42,0.49,9.96,0.47,0.5,9.67,0.59,0.52,19.47,2.02,2.33,20.46,0.74,2.29,18.23,1.1,1.46,mcl1,jacs_set
142,edge_43_29,43-flip,29,0.3765606384277343,-0.803333333333331,1.0898714600294188,1.8964885736351949,-14.49,0.74,0.62,-14.11,0.48,0.58,-15.05,0.58,0.62,-16.88,1.78,2.48,-14.29,0.85,4.28,-14.89,1.16,1.59,mcl1,jacs_set
143,edge_48_29,48-flip,29,-1.1715208778381347,-5.420000000000001,3.694566075320432,4.509367360368618,14.69,0.92,0.89,11.91,0.7,0.78,13.31,0.68,0.66,4.57,2.16,3.32,2.71,1.03,1.08,16.37,1.6,7.41,mcl1,jacs_set
144,edge_29_50,29,50,-9.999759441375735,-8.386666666666663,2.342490768062007,3.1349629814238638,29.95,0.53,0.61,29.14,0.56,0.5,29.05,0.52,0.6,16.3,1.34,4.96,21.26,1.69,3.97,25.42,1.4,2.36,mcl1,jacs_set
145,edge_29_54,29,54,-11.882558643341063,-14.03,3.603269180950708,3.636499411759558,37.96,0.39,0.39,38.05,0.39,0.41,38.46,0.42,0.43,25.16,1.04,1.01,31.09,1.31,2.13,16.13,0.76,0.74,mcl1,jacs_set
146,edge_29_63,29,63,-8.870081516265868,-16.54333333333334,4.053952862746071,4.146068966391447,-28.45,0.58,0.65,-27.13,0.63,0.55,-26.61,0.68,0.6,-46.63,2.0,2.57,-34.67,2.29,1.77,-50.52,1.07,2.45,mcl1,jacs_set
147,edge_29_64,29,64,-10.7110397605896,-13.66666666666666,1.3355325645078342,2.3209863079616375,33.23,0.38,0.39,32.36,0.42,0.4,32.04,0.31,0.38,21.17,1.39,4.42,17.82,1.66,2.8,17.64,1.43,3.37,mcl1,jacs_set
148,edge_66_29,66,29,6.2341610374450696,14.846666666666671,2.619217012057883,3.5117886450071083,-62.67,0.39,0.43,-62.22,0.41,0.41,-62.72,0.39,0.37,-53.51,1.08,6.84,-46.56,1.21,1.79,-43.0,1.12,1.21,mcl1,jacs_set
149,edge_30_34,30-flip,34,4.100320079803468,-1.5966666666666782,2.25345633208701,2.3411261110622794,49.18,0.37,0.36,47.82,0.42,0.38,49.11,0.4,0.37,44.51,2.46,2.14,44.9,1.06,1.63,51.91,1.48,2.21,mcl1,jacs_set
150,edge_30_36,30-flip,36,-1.3807216758728027,-4.309999999999988,0.8890361360453455,1.0678227809113945,41.01,0.33,0.39,41.09,0.35,0.37,41.04,0.34,0.33,36.83,0.61,1.19,35.07,0.88,1.05,38.31,0.55,1.55,mcl1,jacs_set
151,edge_40_30,40-flip,30-flip,-2.510399600982666,4.899999999999998,1.5464195957089093,1.6386255464601962,-11.45,0.61,0.63,-12.04,0.54,0.57,-11.25,0.6,0.58,-6.05,0.98,1.47,-9.21,2.45,2.41,-4.78,1.62,1.99,mcl1,jacs_set
152,edge_30_45,30-flip,45,-4.602399600982666,-12.173333333333323,1.1426147883343334,1.982005693610893,63.47,0.64,0.61,64.99,0.45,0.57,63.49,0.56,0.56,49.97,0.87,1.06,52.42,0.86,1.02,53.04,1.55,5.17,mcl1,jacs_set
153,edge_48_30,48-flip,30-flip,-4.978960239410401,-9.98666666666667,1.6605539284060298,1.808531972712356,-4.84,0.46,0.45,-6.0,0.36,0.39,-4.91,0.57,0.45,-17.94,1.01,1.37,-15.96,1.2,1.62,-11.81,1.13,1.97,mcl1,jacs_set
154,edge_53_30,53,30-flip,8.828240558624268,11.87,1.060374310558171,1.385296114277682,2.03,0.42,0.41,2.96,0.39,0.37,1.96,0.31,0.36,16.17,0.7,1.62,14.01,0.72,0.59,12.38,0.98,2.4,mcl1,jacs_set
155,edge_30_57,30-flip,57,-4.978960239410401,3.489999999999988,1.4553867828800475,2.210476918983983,62.46,0.52,0.5,61.13,0.38,0.47,62.7,0.68,0.58,68.08,1.13,4.49,62.98,0.95,1.16,65.7,1.23,2.84,mcl1,jacs_set
156,edge_62_30,62,30-flip,0.4602405586242676,-1.5333333333333314,3.005092699826843,3.070729703723054,-100.21,0.59,0.52,-99.97,0.6,0.55,-100.7,0.65,0.59,-106.47,1.16,1.64,-104.08,1.33,2.15,-94.93,1.36,1.34,mcl1,jacs_set
157,edge_30_64,30-flip,64,-6.903600399017335,-7.356666666666662,1.5363705143519797,1.7238658009570915,52.47,0.42,0.55,50.94,0.5,0.51,51.05,0.52,0.57,42.41,1.13,1.2,42.69,1.49,2.35,47.29,1.03,1.44,mcl1,jacs_set
158,edge_30_68,30-flip,68,0.6694393615722654,-1.1933333333333564,2.7973699859000614,2.8010960956007924,191.72,0.52,0.63,191.63,0.46,0.51,192.97,0.5,0.48,188.3,0.96,0.92,187.02,0.93,1.14,197.42,1.13,1.49,mcl1,jacs_set
159,edge_33_31,33,31,-4.351359840393066,0.7433333333333252,2.825456635314834,2.9125809776524183,84.62,0.38,0.36,84.23,0.35,0.37,84.27,0.37,0.35,84.13,1.53,1.98,91.28,2.07,2.32,79.94,0.98,0.83,mcl1,jacs_set
160,edge_31_37,31,37,-4.309518882751465,-3.4833333333333343,1.0924054058545978,1.0936617762838894,-100.63,0.4,0.36,-99.67,0.35,0.37,-99.12,0.35,0.36,-101.36,0.67,0.6,-105.34,0.5,0.61,-103.17,0.75,0.72,mcl1,jacs_set
161,edge_45_31,45,31,4.309518882751465,-1.2533333333333303,1.330640095160051,1.3708482938700868,47.93,0.46,0.47,47.76,0.36,0.41,48.14,0.4,0.43,43.78,0.83,1.01,47.59,0.73,0.98,48.7,0.69,1.12,mcl1,jacs_set
162,edge_31_46,31,46-flip,1.338880718231201,9.603333333333325,2.571635042054183,2.5859767657377093,-111.1,0.39,0.43,-111.06,0.35,0.37,-111.12,0.45,0.42,-107.52,1.3,1.7,-99.37,0.9,0.88,-97.58,0.71,0.73,mcl1,jacs_set
163,edge_31_50,31,50,-5.899439361572266,-1.4066666666666665,1.5473628430126447,1.5614715412874178,-63.01,0.38,0.38,-62.33,0.39,0.38,-62.18,0.34,0.39,-66.67,0.81,0.97,-64.31,1.21,1.25,-60.76,0.95,1.16,mcl1,jacs_set
164,edge_31_58,31,58,-6.234159042358399,-11.11333333333333,3.4322532999973574,3.538972564595306,-87.81,0.33,0.37,-87.72,0.35,0.4,-88.51,0.34,0.41,-98.8,1.32,1.08,-92.18,1.58,2.75,-106.4,0.75,0.91,mcl1,jacs_set
165,edge_67_31,67,31,-1.4225606384277345,5.096666666666669,0.6972243235027044,0.7293376306846319,-17.66,0.26,0.31,-17.54,0.27,0.32,-17.39,0.33,0.35,-12.41,0.69,0.91,-11.28,0.44,0.49,-13.61,0.88,0.82,mcl1,jacs_set
166,edge_48_32,48-flip,32,0.3347196807861324,-10.626666666666669,0.9883061317028358,1.1464171039756954,10.11,0.4,0.43,10.02,0.42,0.44,10.1,0.42,0.42,0.71,1.27,1.49,-2.13,1.08,1.43,-0.23,1.09,1.66,mcl1,jacs_set
167,edge_32_50,32,50,-11.506,-5.800000000000001,1.2216805119315757,1.2319747376771428,30.11,0.33,0.36,30.94,0.4,0.42,29.6,0.37,0.38,24.14,1.21,1.31,26.7,0.72,0.7,22.41,0.83,0.79,mcl1,jacs_set
168,edge_32_54,32,54,-13.388799201965332,-8.789999999999992,3.649221437692268,6.258050229442429,41.99,0.55,0.52,41.46,0.36,0.49,42.12,0.56,0.53,27.48,0.99,1.28,41.75,1.2,15.55,29.97,1.15,1.42,mcl1,jacs_set
169,edge_32_57,32,57,-10.292640159606934,-5.939999999999998,2.5379380647652563,3.1256150682336976,46.65,0.47,0.52,47.62,0.46,0.54,46.92,0.46,0.52,35.48,1.39,1.27,42.68,1.48,1.91,45.21,1.02,5.45,mcl1,jacs_set
170,edge_32_60,32,60,-9.790560638427731,-15.303333333333333,0.8682117520994029,0.8795047204444533,28.22,0.32,0.34,27.72,0.31,0.31,28.08,0.33,0.32,11.52,0.61,0.84,12.27,0.62,0.72,14.32,1.22,1.0,mcl1,jacs_set
171,edge_62_32,62,32,5.773920478820801,2.4466666666666583,4.066137555434875,4.201056893822368,-84.42,0.43,0.51,-85.29,0.6,0.55,-85.24,0.54,0.51,-78.68,1.13,1.29,-91.97,2.99,4.49,-76.96,1.05,0.91,mcl1,jacs_set
172,edge_33_37,33,37,-8.660878723144531,0.1100000000000029,2.707907210331533,2.996815753850613,-22.5,0.42,0.39,-23.71,0.39,0.38,-23.41,0.32,0.3,-29.46,0.71,2.42,-20.56,1.11,1.2,-19.27,1.03,3.1,mcl1,jacs_set
173,edge_33_50,33,50,-10.250799201965332,-1.9566666666666688,1.5802137067087465,1.8935736944388348,14.19,0.37,0.34,14.46,0.34,0.38,14.63,0.43,0.41,10.14,0.75,1.09,11.23,0.59,2.01,16.04,1.11,2.59,mcl1,jacs_set
174,edge_54_33,54,33,12.133598403930662,2.16,1.2758805191881024,2.3663756950755075,-15.97,0.58,0.53,-16.32,0.53,0.48,-16.59,0.53,0.52,-13.52,1.9,6.14,-15.26,2.33,2.79,-13.62,1.37,1.66,mcl1,jacs_set
175,edge_56_33,56,33,9.9579204788208,5.326666666666664,1.5296478682377743,1.6278015242071695,10.9,0.42,0.38,9.9,0.49,0.39,10.13,0.37,0.4,18.27,1.29,1.5,15.88,1.16,1.55,12.76,1.33,1.65,mcl1,jacs_set
176,edge_61_33,61,33,5.020799201965332,-0.5433333333333223,1.65340080030898,1.8266851173241736,-35.57,0.43,0.4,-34.57,0.33,0.38,-33.84,0.34,0.34,-31.9,0.57,1.27,-35.67,1.16,1.61,-38.04,1.36,1.89,mcl1,jacs_set
177,edge_40_34,40-flip,34,1.5899204788208006,3.853333333333332,2.5143258511455744,7.159034763213056,36.76,0.48,0.52,34.64,0.67,0.74,34.67,0.61,0.75,39.68,1.99,2.1,43.63,1.54,20.19,34.32,1.8,2.63,mcl1,jacs_set
178,edge_43_35,43-flip,35,-7.447520877838135,-2.563333333333336,3.253885856478465,3.2359260323368133,-16.29,0.39,0.39,-17.89,0.39,0.4,-16.2,0.41,0.36,-13.03,0.76,0.84,-26.42,0.68,0.79,-18.62,1.14,0.89,mcl1,jacs_set
179,edge_35_44,35,44,0.5857614364624024,-0.1999999999999957,0.9544158613587358,0.9416902940371172,61.66,0.51,0.45,62.33,0.45,0.45,61.06,0.47,0.46,59.93,0.85,0.75,61.53,0.69,0.89,62.99,0.9,0.7,mcl1,jacs_set
180,edge_35_45,35,45,-0.5857574462890626,-3.4799999999999973,1.336200348130646,1.3434976947300212,54.28,0.47,0.48,53.9,0.52,0.48,54.95,0.57,0.54,49.54,0.54,0.53,53.87,0.71,0.82,49.28,0.87,0.85,mcl1,jacs_set
181,edge_35_46,35,46-flip,5.062642154693604,7.266666666666666,1.6133544852640864,1.615208002482206,-9.7,0.33,0.34,-8.52,0.35,0.35,-9.62,0.36,0.36,0.18,1.03,1.1,-5.51,0.91,1.29,-0.71,1.04,1.18,mcl1,jacs_set
182,edge_49_35,49,35,-1.882803192138672,-0.8133333333333326,1.008716840192849,1.1249570172127732,-24.61,0.38,0.33,-24.68,0.35,0.34,-24.1,0.3,0.35,-26.48,0.7,1.42,-23.11,0.56,0.89,-26.24,0.88,1.07,mcl1,jacs_set
183,edge_35_50,35,50,-2.1756779251098632,-3.1233333333333317,0.7933763561109758,0.8310715407289173,31.76,0.4,0.39,32.21,0.41,0.4,32.13,0.35,0.37,27.26,0.49,0.7,30.01,0.61,0.77,29.46,0.54,0.58,mcl1,jacs_set
184,edge_54_35,54,35,4.058477127075196,5.653333333333332,2.543412899710099,2.6161212646718863,-33.03,0.41,0.43,-32.98,0.48,0.47,-34.12,0.56,0.53,-33.74,1.09,2.31,-24.62,0.77,0.71,-24.81,0.58,0.55,mcl1,jacs_set
185,edge_35_63,35,63,-1.046,-5.609999999999999,2.5100177729979958,2.6224820138782245,-24.72,0.36,0.39,-24.39,0.32,0.35,-24.67,0.31,0.31,-35.96,0.55,0.54,-25.82,0.97,1.91,-28.83,1.09,1.93,mcl1,jacs_set
186,edge_36_52,36,52,-4.393196807861329,-8.493333333333336,1.4257884874325577,1.4357234513630326,-29.96,0.35,0.34,-29.98,0.34,0.35,-29.77,0.34,0.33,-35.34,0.6,0.83,-41.04,0.7,0.59,-38.81,0.7,0.9,mcl1,jacs_set
187,edge_37_50,37,50,-1.5899204788208006,3.3799999999999955,0.6960153720827661,0.7784128153162848,36.96,0.35,0.32,36.33,0.36,0.36,37.53,0.35,0.36,39.44,0.61,1.27,40.01,0.61,0.65,41.51,0.48,0.5,mcl1,jacs_set
188,edge_37_60,37,60,0.1255188827514648,-1.610000000000006,0.5646029446293513,0.5621906684899058,35.25,0.32,0.31,34.89,0.34,0.32,34.82,0.32,0.32,32.35,0.39,0.41,34.21,0.39,0.42,33.57,0.6,0.51,mcl1,jacs_set
189,edge_38_45,38-flip,45,-8.0751192817688,-4.790000000000001,3.3547312992119185,5.331380651468087,-4.76,0.47,0.48,-5.57,0.63,0.55,-4.43,0.46,0.53,-13.71,0.9,5.68,-1.67,1.11,10.66,-13.75,1.21,1.6,mcl1,jacs_set
